ontology,go_id,go_name,root_node,n_chips,total_probe_memberships
BP,GO:0033540,fatty acid beta-oxidation using acyl-CoA oxidase,biological_process,2,12
BP,GO:0033554,cellular response to stress,biological_process,2,37
BP,GO:0033555,multicellular organismal response to stress,biological_process,1,7
BP,GO:0033572,transferrin transport,biological_process,2,17
BP,GO:0033574,response to testosterone,biological_process,2,40
BP,GO:0033591,response to L-ascorbic acid,biological_process,1,6
BP,GO:0033602,negative regulation of dopamine secretion,biological_process,1,6
BP,GO:0033603,positive regulation of dopamine secretion,biological_process,1,8
BP,GO:0033617,mitochondrial cytochrome c oxidase assembly,biological_process,1,18
BP,GO:0033619,membrane protein proteolysis,biological_process,1,10
BP,GO:0033622,integrin activation,biological_process,1,9
BP,GO:0033625,positive regulation of integrin activation,biological_process,1,5
BP,GO:0033627,cell adhesion mediated by integrin,biological_process,2,31
BP,GO:0033629,negative regulation of cell adhesion mediated by integrin,biological_process,1,12
BP,GO:0033630,positive regulation of cell adhesion mediated by integrin,biological_process,2,19
BP,GO:0033631,cell-cell adhesion mediated by integrin,biological_process,2,27
BP,GO:0033674,positive regulation of kinase activity,biological_process,1,5
BP,GO:0033689,negative regulation of osteoblast proliferation,biological_process,2,16
BP,GO:0033690,positive regulation of osteoblast proliferation,biological_process,1,6
BP,GO:0033693,neurofilament bundle assembly,biological_process,1,5
BP,GO:0033700,phospholipid efflux,biological_process,2,15
BP,GO:0033762,response to glucagon,biological_process,1,10
BP,GO:0033962,P-body assembly,biological_process,1,14
BP,GO:0033993,response to lipid,biological_process,1,16
BP,GO:0034021,response to silicon dioxide,biological_process,1,5
BP,GO:0034058,endosomal vesicle fusion,biological_process,1,16
BP,GO:0034063,stress granule assembly,biological_process,2,49
BP,GO:0034067,protein localization to Golgi apparatus,biological_process,2,23
BP,GO:0034087,establishment of mitotic sister chromatid cohesion,biological_process,1,6
BP,GO:0034088,maintenance of mitotic sister chromatid cohesion,biological_process,1,6
BP,GO:0034097,response to cytokine,biological_process,2,69
BP,GO:0034101,erythrocyte homeostasis,biological_process,1,6
BP,GO:0034105,positive regulation of tissue remodeling,biological_process,1,5
BP,GO:0034109,homotypic cell-cell adhesion,biological_process,1,5
BP,GO:0034112,positive regulation of homotypic cell-cell adhesion,biological_process,1,7
BP,GO:0034113,heterotypic cell-cell adhesion,biological_process,2,44
BP,GO:0034115,negative regulation of heterotypic cell-cell adhesion,biological_process,2,16
BP,GO:0034116,positive regulation of heterotypic cell-cell adhesion,biological_process,1,14
BP,GO:0034121,regulation of toll-like receptor signaling pathway,biological_process,1,10
BP,GO:0034122,negative regulation of toll-like receptor signaling pathway,biological_process,2,17
BP,GO:0034137,positive regulation of toll-like receptor 2 signaling pathway,biological_process,1,5
BP,GO:0034138,toll-like receptor 3 signaling pathway,biological_process,2,15
BP,GO:0034142,toll-like receptor 4 signaling pathway,biological_process,2,31
BP,GO:0034144,negative regulation of toll-like receptor 4 signaling pathway,biological_process,2,13
BP,GO:0034145,positive regulation of toll-like receptor 4 signaling pathway,biological_process,1,11
BP,GO:0034162,toll-like receptor 9 signaling pathway,biological_process,1,5
BP,GO:0034165,positive regulation of toll-like receptor 9 signaling pathway,biological_process,2,16
BP,GO:0034197,triglyceride transport,biological_process,1,5
BP,GO:0034198,cellular response to amino acid starvation,biological_process,2,56
BP,GO:0034199,activation of protein kinase A activity,biological_process,1,5
BP,GO:0034205,amyloid-beta formation,biological_process,1,7
BP,GO:0034214,protein hexamerization,biological_process,2,14
BP,GO:0034220,ion transmembrane transport,biological_process,2,277
BP,GO:0034229,ethanolamine transport,biological_process,1,6
BP,GO:0034243,regulation of transcription elongation from RNA polymerase II promoter,biological_process,2,24
BP,GO:0034244,negative regulation of transcription elongation from RNA polymerase II promoter,biological_process,2,22
BP,GO:0034260,negative regulation of GTPase activity,biological_process,1,9
BP,GO:0034314,Arp2/3 complex-mediated actin nucleation,biological_process,2,14
BP,GO:0034315,regulation of Arp2/3 complex-mediated actin nucleation,biological_process,2,17
BP,GO:0034329,cell junction assembly,biological_process,1,8
BP,GO:0034332,adherens junction organization,biological_process,2,25
BP,GO:0034333,adherens junction assembly,biological_process,2,30
BP,GO:0034337,RNA folding,biological_process,1,5
BP,GO:0034340,response to type I interferon,biological_process,1,7
BP,GO:0034341,response to interferon-gamma,biological_process,2,49
BP,GO:0034351,negative regulation of glial cell apoptotic process,biological_process,1,6
BP,GO:0034371,chylomicron remodeling,biological_process,1,5
BP,GO:0034372,very-low-density lipoprotein particle remodeling,biological_process,1,9
BP,GO:0034374,low-density lipoprotein particle remodeling,biological_process,1,15
BP,GO:0034375,high-density lipoprotein particle remodeling,biological_process,2,21
BP,GO:0034379,very-low-density lipoprotein particle assembly,biological_process,2,12
BP,GO:0034380,high-density lipoprotein particle assembly,biological_process,1,8
BP,GO:0034381,plasma lipoprotein particle clearance,biological_process,1,6
BP,GO:0034382,chylomicron remnant clearance,biological_process,1,6
BP,GO:0034383,low-density lipoprotein particle clearance,biological_process,2,17
BP,GO:0034384,high-density lipoprotein particle clearance,biological_process,1,9
BP,GO:0034389,lipid droplet organization,biological_process,1,9
BP,GO:0034392,negative regulation of smooth muscle cell apoptotic process,biological_process,2,17
BP,GO:0034393,positive regulation of smooth muscle cell apoptotic process,biological_process,1,8
BP,GO:0034394,protein localization to cell surface,biological_process,2,25
BP,GO:0034405,response to fluid shear stress,biological_process,1,9
BP,GO:0034440,lipid oxidation,biological_process,1,5
BP,GO:0034446,substrate adhesion-dependent cell spreading,biological_process,2,43
BP,GO:0034453,microtubule anchoring,biological_process,1,10
BP,GO:0034454,microtubule anchoring at centrosome,biological_process,1,7
BP,GO:0034465,response to carbon monoxide,biological_process,1,5
BP,GO:0034472,snRNA 3'-end processing,biological_process,1,6
BP,GO:0034475,U4 snRNA 3'-end processing,biological_process,1,6
BP,GO:0034497,protein localization to phagophore assembly site,biological_process,1,14
BP,GO:0034498,early endosome to Golgi transport,biological_process,2,13
BP,GO:0034499,late endosome to Golgi transport,biological_process,1,5
BP,GO:0034501,protein localization to kinetochore,biological_process,1,9
BP,GO:0034504,protein localization to nucleus,biological_process,2,46
BP,GO:0034516,response to vitamin B6,biological_process,1,6
BP,GO:0034551,mitochondrial respiratory chain complex III assembly,biological_process,1,7
BP,GO:0034599,cellular response to oxidative stress,biological_process,2,105
BP,GO:0034605,cellular response to heat,biological_process,2,45
BP,GO:0034612,response to tumor necrosis factor,biological_process,2,26
BP,GO:0034614,cellular response to reactive oxygen species,biological_process,2,54
BP,GO:0034620,cellular response to unfolded protein,biological_process,2,18
BP,GO:0034638,phosphatidylcholine catabolic process,biological_process,1,8
BP,GO:0034644,cellular response to UV,biological_process,2,60
BP,GO:0034650,cortisol metabolic process,biological_process,1,6
BP,GO:0034651,cortisol biosynthetic process,biological_process,1,7
BP,GO:0034695,response to prostaglandin E,biological_process,2,18
BP,GO:0034696,response to prostaglandin F,biological_process,1,5
BP,GO:0034727,piecemeal microautophagy of the nucleus,biological_process,1,15
BP,GO:0034755,iron ion transmembrane transport,biological_process,1,8
BP,GO:0034765,regulation of ion transmembrane transport,biological_process,1,6
BP,GO:0034776,response to histamine,biological_process,1,5
BP,GO:0034975,protein folding in endoplasmic reticulum,biological_process,2,15
BP,GO:0034976,response to endoplasmic reticulum stress,biological_process,2,98
BP,GO:0034982,mitochondrial protein processing,biological_process,1,6
BP,GO:0035019,somatic stem cell population maintenance,biological_process,1,11
BP,GO:0035021,negative regulation of Rac protein signal transduction,biological_process,1,5
BP,GO:0035022,positive regulation of Rac protein signal transduction,biological_process,2,28
BP,GO:0035023,regulation of Rho protein signal transduction,biological_process,2,34
BP,GO:0035024,negative regulation of Rho protein signal transduction,biological_process,2,22
BP,GO:0035025,positive regulation of Rho protein signal transduction,biological_process,2,38
BP,GO:0035050,embryonic heart tube development,biological_process,2,14
BP,GO:0035082,axoneme assembly,biological_process,1,9
BP,GO:0035092,sperm chromatin condensation,biological_process,2,11
BP,GO:0035094,response to nicotine,biological_process,2,57
BP,GO:0035095,behavioral response to nicotine,biological_process,1,9
BP,GO:0035106,operant conditioning,biological_process,1,5
BP,GO:0035108,limb morphogenesis,biological_process,2,16
BP,GO:0035115,embryonic forelimb morphogenesis,biological_process,2,19
BP,GO:0035116,embryonic hindlimb morphogenesis,biological_process,1,8
BP,GO:0035148,tube formation,biological_process,1,5
BP,GO:0035162,embryonic hemopoiesis,biological_process,2,16
BP,GO:0035176,social behavior,biological_process,2,39
BP,GO:0035194,post-transcriptional gene silencing by RNA,biological_process,2,17
BP,GO:0035195,gene silencing by miRNA,biological_process,2,26
BP,GO:0035196,production of miRNAs involved in gene silencing by miRNA,biological_process,1,10
BP,GO:0035235,ionotropic glutamate receptor signaling pathway,biological_process,2,25
BP,GO:0035249,"synaptic transmission, glutamatergic",biological_process,2,25
BP,GO:0035264,multicellular organism growth,biological_process,2,15
BP,GO:0035269,protein O-linked mannosylation,biological_process,1,12
BP,GO:0035278,miRNA mediated inhibition of translation,biological_process,2,23
BP,GO:0035279,mRNA cleavage involved in gene silencing by miRNA,biological_process,1,10
BP,GO:0035295,tube development,biological_process,2,12
BP,GO:0035313,"wound healing, spreading of epidermal cells",biological_process,2,20
BP,GO:0035315,hair cell differentiation,biological_process,1,5
BP,GO:0035329,hippo signaling,biological_process,2,26
BP,GO:0035330,regulation of hippo signaling,biological_process,1,13
BP,GO:0035331,negative regulation of hippo signaling,biological_process,2,34
BP,GO:0035332,positive regulation of hippo signaling,biological_process,2,22
BP,GO:0035335,peptidyl-tyrosine dephosphorylation,biological_process,2,25
BP,GO:0035336,long-chain fatty-acyl-CoA metabolic process,biological_process,1,6
BP,GO:0035338,long-chain fatty-acyl-CoA biosynthetic process,biological_process,1,11
BP,GO:0035357,peroxisome proliferator activated receptor signaling pathway,biological_process,1,6
BP,GO:0035360,positive regulation of peroxisome proliferator activated receptor signaling pathway,biological_process,2,14
BP,GO:0035372,protein localization to microtubule,biological_process,2,12
BP,GO:0035377,transepithelial water transport,biological_process,1,8
BP,GO:0035418,protein localization to synapse,biological_process,2,15
BP,GO:0035425,autocrine signaling,biological_process,1,11
BP,GO:0035435,phosphate ion transmembrane transport,biological_process,2,15
BP,GO:0035455,response to interferon-alpha,biological_process,1,8
BP,GO:0035456,response to interferon-beta,biological_process,2,21
BP,GO:0035457,cellular response to interferon-alpha,biological_process,1,11
BP,GO:0035458,cellular response to interferon-beta,biological_process,2,40
